,text
2181,"['the story', 'story of', 'of the', 'the thera', 'thera vakkali', 'vakkali this', 'this venerable', 'venerable person', 'person who', 'who fulfilled', 'fulfilled his', 'his duties', 'duties through', 'through keen', 'keen faith', 'faith liked', 'liked to', 'to behold', 'behold the', 'the master', 'master always', 'always the', 'the master', 'master admonished', 'admonished him', 'him saying', 'saying what', 'what shall', 'shall it', 'it profit', 'profit you', 'you to', 'to see', 'see this', 'this impure', 'impure body', 'body who', 'who sees', 'sees the', 'the dhamma', 'dhamma sees', 'sees me', 'me and', 'and urged', 'urged him', 'him to', 'to practice', 'practice a', 'a subject', 'subject of', 'of meditation', 'meditation he', 'he was', 'was unable', 'unable to', 'to apply', 'apply himself', 'himself to', 'to the', 'the practice', 'practice of', 'of the', 'the subject', 'subject of', 'of meditation', 'meditation and', 'and as', 'as he', 'he was', 'was inclined', 'inclined to', 'to destroy', 'destroy himself', 'himself he', 'he went', 'went up', 'up to', 'to a', 'a place', 'place that', 'that was', 'was a', 'a steep', 'steep declivity', 'declivity then', 'then the', 'the master', 'master showed', 'showed himself', 'himself by', 'by his', 'his psychic', 'psychic power', 'power as', 'as if', 'if he', 'he were', 'were seated', 'seated before', 'before the', 'the thera', 'thera and', 'and spoke', 'spoke these', 'these words']"
2182,[]
2183,"['the bhikkhu', 'bhikkhu who', 'who is', 'is full', 'full of', 'of joy', 'joy and', 'and believes', 'believes in']"
2184,"['the dispensation', 'dispensation of', 'of the', 'the buddha']"
2185,"['can reach', 'reach the', 'the peaceful', 'peaceful happy', 'happy state']"
2186,"['of the', 'the ceasing', 'ceasing of', 'of activities']"
2187,[]
2188,"['gladdened by', 'by the', 'the words', 'words of', 'of the', 'the master', 'master he', 'he set', 'set up', 'up the', 'the development', 'development of', 'of insight', 'insight but', 'but as', 'as his', 'his faith', 'faith was', 'was very', 'very strong', 'strong he', 'he was', 'was not', 'not able', 'able to', 'to enter', 'enter into', 'into the', 'the joy', 'joy of', 'of the', 'the insight', 'insight the', 'the master', 'master knowing', 'knowing this', 'this gave', 'gave him', 'him the', 'the subject', 'subject of', 'of meditation', 'meditation after', 'after correcting', 'correcting it', 'it with', 'with the', 'the imparting', 'imparting of', 'of evenness', 'evenness of', 'of the', 'the controlling', 'controlling faculties', 'faculties the', 'the thera', 'thera after', 'after putting', 'putting himself', 'himself in', 'in the', 'the path', 'path of', 'of practice', 'practice taught', 'taught by', 'by the', 'the master', 'master and', 'and after', 'after doing', 'doing hard', 'hard work', 'work in', 'in regular', 'regular order', 'order reached', 'reached arahantship']"
2189,[]
2190,"['if however', 'however the', 'the controlling', 'controlling faculty', 'faculty of', 'of energy', 'energy becomes', 'becomes too', 'too powerful', 'powerful then', 'then neither', 'neither will', 'will the', 'the faculty', 'faculty of', 'of faith', 'faith be', 'be able', 'able to', 'to do', 'do its', 'its work', 'work of', 'of arousing', 'arousing faith', 'faith in', 'in a', 'a settled', 'settled way', 'way in', 'in its', 'its object', 'object nor', 'nor will', 'will the', 'the remaining', 'remaining controlling', 'controlling faculties', 'faculties be', 'be able', 'able to', 'to perform', 'perform their', 'their functions', 'functions therefore', 'therefore in', 'in such', 'such a', 'a case', 'case energy', 'energy should', 'should be', 'be made', 'made to', 'to lessen', 'lessen its', 'its activity', 'activity by', 'by the', 'the development', 'development of', 'of the', 'the enlightenment', 'enlightenment factors', 'factors of', 'of calm', 'calm concentration', 'concentration and', 'and equanimity', 'equanimity the', 'the story', 'story of', 'of the', 'the thera', 'thera sona', 'sona is', 'is given', 'given as', 'as an', 'an illustration', 'illustration of', 'of overdone', 'overdone energy']"
2191,[]
2192,"['the story', 'story of', 'of the', 'the thera', 'thera sona', 'sona this', 'this refers', 'refers to', 'to sona', 'sona thera', 'thera who', 'who was', 'was of', 'of delicate', 'delicate constitution', 'constitution after', 'after getting', 'getting a', 'a subject', 'subject of', 'of meditation', 'meditation from', 'from the', 'the master', 'master he', 'he was', 'was living', 'living in', 'in cool', 'cool wood', 'wood and', 'and he', 'he thought', 'thought thus', 'thus my', 'my body', 'body is', 'is delicate', 'delicate and', 'and it', 'it is', 'is not', 'not possible', 'possible to', 'to reach', 'reach happiness', 'happiness with', 'with comfort', 'comfort only', 'only even', 'even after', 'after being', 'being exhausted', 'exhausted the', 'the duty', 'duty of', 'of the', 'the recluse', 'recluse should', 'should be', 'be done', 'done thereupon', 'thereupon he', 'he decided', 'decided while', 'while giving', 'giving himself', 'himself up', 'up to', 'to exertion', 'exertion to', 'to keep', 'keep to', 'to only', 'only the', 'the two', 'two postures', 'postures of', 'of standing', 'standing and', 'and walking', 'walking owing', 'owing to', 'to excessive', 'excessive walking', 'walking blisters', 'blisters appeared', 'appeared on', 'on the', 'the soles', 'soles of', 'of his', 'his feet', 'feet and', 'and caused', 'caused him', 'him great', 'great pain', 'pain he', 'he continued', 'continued to', 'to make', 'make strong', 'strong effort', 'effort in', 'in spite', 'spite of', 'of the', 'the pain', 'pain but', 'but could', 'could not', 'not produce', 'produce a', 'a state', 'state of', 'of distinction', 'distinction in', 'in meditation', 'meditation with', 'with his', 'his excessive', 'excessive energy']"
2193,[]
2194,"['the master', 'master visited', 'visited sona', 'sona instructed', 'instructed him', 'him with', 'with the', 'the simile', 'simile of', 'of the', 'the lute', 'lute corrected', 'corrected the', 'the theras', 'theras subject', 'subject of', 'of meditation', 'meditation showing', 'showing him', 'him the', 'the method', 'method of', 'of applying', 'applying energy', 'energy evenly', 'evenly and', 'and went', 'went to', 'to vulture', 'vulture peak', 'peak having', 'having applied', 'applied energy', 'energy evenly', 'evenly according', 'according to', 'to the', 'the method', 'method given', 'given by', 'by the', 'the master', 'master and', 'and after', 'after working', 'working hard', 'hard for', 'for insight', 'insight the', 'the thera', 'thera developing', 'developing the', 'the practice', 'practice established', 'established himself', 'himself in', 'in arahantship']"
2195,[]
2196,"['even thus', 'thus should', 'should the', 'the incapacity', 'incapacity of', 'of the', 'the rest', 'rest of', 'of the', 'the spiritual', 'spiritual faculties', 'faculties to', 'to function', 'function effectively', 'effectively when', 'when one', 'one of', 'of them', 'them has', 'has become', 'become overactive', 'overactive and', 'and powerful', 'powerful be', 'be understood']"
2197,[]
2198,"['here the', 'the wise', 'wise specially', 'specially praise', 'praise the', 'the equalizing', 'equalizing of', 'of faith', 'faith and', 'and wisdom', 'wisdom and', 'and of', 'of concentration', 'concentration and', 'and energy', 'energy he', 'he who', 'who is', 'is very', 'very strong', 'strong in', 'in faith', 'faith and', 'and feeble', 'feeble in', 'in wisdom', 'wisdom becomes', 'becomes a', 'a person', 'person who', 'who believes', 'believes in', 'in foolish', 'foolish people', 'people who', 'who have', 'have no', 'no virtue', 'virtue persons', 'persons who', 'who are', 'are not', 'not trustworthy', 'trustworthy he', 'he who', 'who has', 'has very', 'very strong', 'strong wisdom', 'wisdom and', 'and feeble', 'feeble faith', 'faith gets', 'gets craftyminded', 'craftyminded and', 'and is', 'is like', 'like a', 'a drugproduced', 'drugproduced disease', 'disease that', 'that cannot', 'cannot be', 'be cured', 'cured such', 'such a', 'a person', 'person thinks', 'thinks that', 'that wholesome', 'wholesome karma', 'karma arises', 'arises with', 'with just', 'just the', 'the intention', 'intention to', 'to do', 'do good', 'good going', 'going along', 'along the', 'the wrong', 'wrong way', 'way by', 'by a', 'a species', 'species of', 'of thought', 'thought beyond', 'beyond the', 'the limits', 'limits of', 'of reason', 'reason and', 'and doing', 'doing neither', 'neither almsgiving', 'almsgiving nor', 'nor other', 'other similar', 'similar good', 'good deeds', 'deeds he', 'he is', 'is born', 'born in', 'in a', 'a state', 'state of', 'of woe', 'woe by', 'by the', 'the equalizing', 'equalizing of', 'of faith', 'faith and', 'and wisdom', 'wisdom one', 'one believes', 'believes only', 'only in', 'in those', 'those like', 'like the', 'the buddha', 'buddha who', 'who are', 'are worthy', 'worthy of', 'of trust', 'trust because', 'because there', 'there is', 'is a', 'a reason', 'reason for', 'for trusting', 'trusting them']"
2199,[]
2200,"['as concentration', 'concentration naturally', 'naturally inclines', 'inclines towards', 'towards indolence', 'indolence when', 'when there', 'there is', 'is too', 'too much', 'much of', 'of concentration', 'concentration and', 'and too', 'too little', 'little of', 'of energy', 'energy indolence', 'indolence overwhelms', 'overwhelms the', 'the mind', 'mind as', 'as energy', 'energy inclines', 'inclines naturally', 'naturally towards', 'towards restlessness', 'restlessness or', 'or agitation', 'agitation when', 'when there', 'there is', 'is much', 'much energy', 'energy and', 'and little', 'little concentration', 'concentration restlessness', 'restlessness overwhelms', 'overwhelms the', 'the mind', 'mind when', 'when concentration', 'concentration is', 'is combined', 'combined well', 'well with', 'with energy', 'energy there', 'there will', 'will be', 'be no', 'no falling', 'falling of', 'of the', 'the mind', 'mind into', 'into indolence', 'indolence when', 'when energy', 'energy is', 'is combined', 'combined well', 'well with', 'with concentration', 'concentration there', 'there will', 'will be', 'be no', 'no falling', 'falling of', 'of the', 'the mind', 'mind into', 'into restlessness']"
2201,[]
2202,"['discord of', 'of faith', 'faith and', 'and wisdom', 'wisdom and', 'and discord', 'discord of', 'of concentration', 'concentration and', 'and energy', 'energy through', 'through functional', 'functional unevenness', 'unevenness are', 'are not', 'not conducive', 'conducive to', 'to success', 'success in', 'in meditation']"
2203,[]
2204,"['faith and', 'and wisdom', 'wisdom should', 'should be', 'be made', 'made functionally', 'functionally even', 'even and', 'and harmonious', 'harmonious so', 'so too', 'too concentration', 'concentration and', 'and energy', 'energy with', 'with the', 'the making', 'making even', 'even functionally', 'functionally of', 'of these', 'these pairs', 'pairs full', 'full absorption', 'absorption occurs']"
2205,[]
2206,"['further to', 'to a', 'a worker', 'worker in', 'in concentration', 'concentration ', 'a man', 'man pursuing', 'pursuing the', 'the path', 'path of', 'of quietude', 'quietude samatha', 'samatha ', ' faith', 'faith that', 'that is', 'is somewhat', 'somewhat strong', 'strong is', 'is met', 'met with', 'with faith', 'faith that', 'that is', 'is rather', 'rather strong', 'strong the', 'the yogi', 'yogi will', 'will by', 'by believing', 'believing in', 'in and', 'and fixing', 'fixing the', 'the mind', 'mind on', 'on the', 'the object', 'object reach', 'reach full', 'full absorption']"
2207,[]
2208,"['if for', 'for instance', 'instance the', 'the yogi', 'yogi is', 'is meditating', 'meditating on', 'on the', 'the element', 'element of', 'of earth', 'earth he', 'he will', 'will not', 'not think', 'think thus', 'thus how', 'how can', 'can absorption', 'absorption arise', 'arise by', 'by the', 'the repetition', 'repetition of', 'of the', 'the word', 'word earth', 'earth he', 'he will', 'will think', 'think that', 'that the', 'the method', 'method of', 'of meditation', 'meditation taught', 'taught by', 'by the', 'the supreme', 'supreme buddha', 'buddha will', 'will surely', 'surely succeed', 'succeed and', 'and he', 'he will', 'will settle', 'settle in', 'in and', 'and leap', 'leap on', 'on to', 'to the', 'the object', 'object by', 'by way', 'way of', 'of firm', 'firm belief', 'belief having', 'having as', 'as it', 'it were', 'were forced', 'forced his', 'his way', 'way into', 'into it']"
2209,[]
2210,"['concerning concentration', 'concentration and', 'and wisdom', 'wisdom it', 'it is', 'is said', 'said as', 'as follows', 'follows for', 'for the', 'the worker', 'worker in', 'in concentration', 'concentration ', ' the', 'the man', 'man pursuing', 'pursuing quietude', 'quietude samatha', 'samatha ', ' strong', 'strong onepointedness', 'onepointedness is', 'is met', 'met by', 'by reason', 'reason of', 'of the', 'the fact', 'fact that', 'that concentration', 'concentration is', 'is the', 'the principal', 'principal thing', 'thing in', 'in absorption', 'absorption with', 'with strong', 'strong onepointedness', 'onepointedness he', 'he reaches', 'reaches full', 'full absorption', 'absorption for', 'for the', 'the man', 'man pursuing', 'pursuing the', 'the path', 'path of', 'of insight', 'insight vipassana', 'vipassana strong', 'strong wisdom', 'wisdom is', 'is met', 'met if', 'if strong', 'strong wisdom', 'wisdom exists', 'exists he', 'he arrives', 'arrives at', 'at the', 'the penetration', 'penetration of', 'of the', 'the characteristics', 'characteristics by', 'by the', 'the equalizing', 'equalizing of', 'of the', 'the concentration', 'concentration and', 'and wisdom', 'wisdom of', 'of the', 'the worker', 'worker in', 'in concentration', 'concentration the', 'the man', 'man pursuing', 'pursuing quietude', 'quietude there', 'there is', 'is just', 'just full', 'full absorption']"
